id,fragment,book,chapter,first_verse,suffix,tags,entire,active,user_id,score,last_reviewed
298,bless those who bless you,Genesis,12,3,"","[""Blessing""]",I will bless those who bless you and curse those who curse you.  And in you shall all the families of the earth be blessed.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-03-06 12:21:06.457
403,hold fast to love and justice,Hosea,12,6,"",[],"So you, by the help of your God, return;
Observe mercy and justice,
And wait on your God continually.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,35,2024-02-16 23:06:24.907
441,on top only,Deuteronomy,28,13,"","[""Blessing"",""Competition "",""Fighting"",""Wealth""]","And the LORD will make you the head and not the tail; you shall be above only, and not be beneath, if you heed the commandments of the LORD your God, which I command you today, and are careful to observe them.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-09 20:15:03.751
491,greatest possible love ,John,15,13,"","[""Brotherhood"",""Life"",""Love""]","Greater love has no one than this, than to lay down one’s life for his friends.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,7,2024-02-19 17:40:26.396
362,living and active,Hebrews,4,12,"","[""God's Word"",""Trouble""]","For the Word of God is living and active, sharper than any 2 edged sword, piercing even to the division of soul and Spirit and of joints and marrow and is a discerner of the thoughts and intentions of the heart",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-03-11 02:28:51.551
486,houses and mothers and brothers and land,Mark,10,29,-30,[],"So Jesus answered and said, “Assuredly, I say to you, there is no one who has left house or brothers or sisters or father or mother or wife or children or lands, for My sake and the gospel’s, who shall not receive a hundredfold now in this time—houses and brothers and sisters and mothers and children and lands, with persecutions—and in the age to come, eternal life.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,19,2024-02-20 18:36:52.29
293,if you lack wisdom,James,1,5,-6,"[""Wisdom""]","If any of you lacks wisdom, let him ask of God who gives to all liberally and without reproach, and it will be given to him.  But let him ask in faith, with no doubting, for he who doubts is like a wave of the sea driven and tossed by the wind.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,51,2024-02-15 22:45:09.651
277,no condemnation,Romans,8,1,"","[""""]","There is therefore now no condemnation to those who are in Christ Jesus, who do not walk according to the flesh, but according to the Spirit.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-03-07 12:21:27.957
365,live by faith / Gal,Galatians,3,11,"",[],"Gal But that no one is justified by the law in the sight of God is evident.  For ""the just shall live by faith.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,29,2024-03-04 21:59:55.538
384,consuming fire / OT,Deuteronomy,4,24,"",[],"OT For the LORD your God is a consuming fire, a jealous God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,37,2024-02-22 15:46:11.02
440,blessed to be a blessing,Genesis,12,2,"","[""Blessing"",""Name""]","I will make you a great nation;
I will bless you
And make your name great;
And you shall be a blessing.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,14,2024-03-17 02:42:39.74
361,resist the devil,James,4,7,-8,"[""Enemy""]",Therefore submit to God.  Resist the devil and he will flee from you.  Draw near to God and He will draw near to you.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-18 11:33:56.941
481,weak say / I am strong,Joel,3,10,"",[],"Beat your plowshares into swords
And your pruning hooks into spears;
Let the weak say, ‘I am strong.’ ”",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,29,2024-03-18 21:04:06.513
488,live by faith / OT,Habakkuk,2,4,"",[],"Behold the proud,
His soul is not upright in him;
But the just shall live by his faith.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-18 20:35:17.439
492,chosen ,John,15,16,"","[""Caught""]","You did not choose Me, but I chose you and appointed you that you should go and bear fruit, and that your fruit should remain, that whatever you ask the Father in My name He may give you.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,7,2024-03-17 12:59:56.783
246,not a slave but a son,Galatians,4,7,"","[""Redemption""]",Therefore you are no longer a SLAVE but a SON and if a SON than an heir of God through Christ.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,54,2024-02-20 18:35:50.52
259,broken staff,Isaiah,36,6,"","[""Untrustworthyness""]","Look!  You are trusting in the staff of this broken stick, Egypt, on which if a man leans, it will go into his hand and pierce it.  So is Pharoah King of Egypt to all who trust in him.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,83,2024-03-10 00:08:19.597
478,roaring lion,1 Peter,5,8,"","[""Enemy""]","Be sober, be vigilant; because your adversary the devil walks about like a roaring lion, seeking whom he may devour.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,23,2024-03-05 00:17:13.991
399,healing in his wings,Malachi,4,2,"","[""Healing""]","But to you who fear My name
The Sun of Righteousness shall arise
With healing in His wings;
And you shall go out
And grow fat like stall-fed calves.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,27,2024-03-05 22:36:08.839
538,overturn the tables,Matthew,21,12,"",[],"Then Jesus went into the temple of God and drove out all those who bought and sold in the temple, and overturned the tables of the money changers and the seats of those who sold doves.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,20,2024-03-12 21:25:51.631
712,Father is with me,John,16,32,"","[""Presence""]","Indeed the hour is coming, yes, has now come, that you will be scattered, each to his own, and will leave Me alone. And yet I am not alone, because the Father is with Me.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,18,2024-03-19 21:15:25.405
574,tattoo on His thigh,Revelation,19,16,"",[],And He has on His robe and on His thigh a name written:  KING OF KINGS AND LORD OF LORDS.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,17,2024-03-06 12:16:42.782
398,hearts of fathers and sons,Malachi,4,6,"","[""Brotherhood""]","And he shall turn the heart of the fathers to the children, and the heart of the children to their fathers, lest I come and smite the earth with a curse.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,44,2024-03-20 17:00:05.842
349,I will give you your life to you,Jeremiah,45,5,"","[""""]",And do you seek great things for yourself?  Do not seek them!  For behold I will bring adversity on all flesh!  But I will give you your life as a prize of war in all places to which you may go.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-22 12:37:38.992
286,city on a hill,Matthew,5,14,"","[""""]",You are the light of the world.  A city set on a hill cannot be hidden.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-03-13 21:21:30.255
391,discipline my body,1 Corinthians,9,27,"",[],"But I discipline my body and bring it into subjection, lest, when I have preached to others, I myself should become disqualified.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,43,2024-03-15 12:37:50.903
536,friend of the world,James,4,4,"","[""Outside""]",Adulterers and adulteresses! Do you not know that friendship with the world is enmity with God? Whoever therefore wants to be a friend of the world makes himself an enemy of God.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-18 11:35:17.322
322,fishers of men,Matthew,4,19,"","[""""]",Follow Me and I will make you fishers of men.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-03-09 18:53:03.167
539,a sword for the Lord,Judges,7,20,"","[""Brotherhood"",""Fighting"",""One Body""]","Then the three companies blew the trumpets and broke the pitchers—they held the torches in their left hands and the trumpets in their right hands for blowing—and they cried, “The sword of the LORD and of Gideon!”",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,19,2024-03-18 11:32:11.828
263,closer than a brother,Proverbs,18,24,"","[""Brotherhood"",""Presence""]","A man who has friends must himself be friendly, but there is a friend who sticks closer than a brother",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,57,2024-03-14 23:28:35.411
533,believe or perish,Isaiah,7,9,"",[],"The head of Ephraim is Samaria,
And the head of Samaria is Remaliah’s son.
If you will not believe,
Surely you shall not be established.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,14,2024-02-20 12:23:11.169
273,mighty man of valor,Judges,6,12,"","[""Courage "",""Fighting"",""Presence""]","And the angel of the Lord appeared to him and said to him ""The Lord is with you, O Mighty man of valor!""",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-03-20 17:00:18.844
532,stand strong in the faith like men,1 Corinthians,16,13,"","[""Courage "",""Endure"",""Stand Strong""]","Watch, stand fast in the faith, be brave, be strong.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,18,2024-03-17 02:47:06.032
247,you declare a thing,Job,22,28,"","[""Confession""]",You will also declare a thing and it will be established for you; so light will shine on your ways.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,83,2024-03-12 21:30:47.526
514,living sacrifice,Romans,12,1,"","[""Caught"",""Whole Man""]","I beseech you therefore, brethren, by the mercies of God, that you present your bodies a living sacrifice, holy, acceptable to God, which is your reasonable service.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,19,2024-03-02 18:53:53.687
401,foxes have holes ,Matthew,8,20,"",[],"And Jesus said to him, “Foxes have holes and birds of the air have nests, but the Son of Man has nowhere to lay His head.”",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,29,2024-03-18 11:32:24.734
316,groaning of the prisoner,Psalm,102,20,"","[""""]","To hear the groaning of the prisoner, to release those appointed to death.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-03-09 00:05:18.845
775,nullify,Mark,7,13,"",[],making the word of God of no effect through your tradition which you have handed down. And many such things you do.”,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,0,2024-03-20 22:17:02.519
776,strangers and pilgrims on the earth,Hebrews,11,13,"",[],"These all died in faith, not having received the promises, but having seen them afar off were assured of them, embraced them and confessed that they were strangers and pilgrims on the earth.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-17 14:21:54.018
287,under your feet,Romans,16,20,"","[""Enemy"",""Victory ""]",And the God of peace will crush Satan under your feet shortly.  And the grace of our Lord Jesus Christ is with you.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-08 23:54:14.296
356,see how the farmer waits,James,5,7,"","[""""]","Therefore be patient, brothers, until the coming of the Lord.  See how the farmer waits for the precious fruit of the earth, waiting patiently for it until it receives the early and the late rains.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-23 22:09:03.337
265,power to build wealth,Deuteronomy,8,18,"","[""Wealth""]","And you shall remember the Lord your God for it is He who gives you power to build wealth, that He may establishe His covenant which He swore to your fathers as it is this day.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,68,2024-01-20 01:54:05.999
327,sinners to repentance,Luke,5,31,-32,"[""""]","Those who are well have no need of a physician, but those who are sick.  I have not come to call the righteous, but sinners to repentance.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,52,2024-02-13 01:30:03.742
354,forgiven much,Luke,7,47,"","[""""]","Therefore I say to you, his sins, which are many, are forgiven, for he loved much.  But to whom little is forgiven, the same loves little.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-14 12:39:27.902
470,There is no fear in love but perfect love casts out fear,1 John,4,18,"",[],"There is no fear in love; but perfect love casts out fear, because fear involves torment. But he who fears has not been made perfect in love.",t,demo-user,0,
778,not ashamed to be called their God,Hebrews,11,16,"",[],"But now they desire a better, that is, a heavenly country. Therefore God is not ashamed to be called their God, for He has prepared a city for them.
",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,8,2024-03-20 22:32:40.19
355,irrevocable,Romans,11,29,"","[""""]",The gifts and calling of God are irrevocable.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-17 18:42:09.764
477,sparks fly upward ,Job,5,7,"",[],"Yet man is born to trouble,
As the sparks fly upward.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,1,2024-03-17 02:50:12.969
479,meditations of my heart,Psalm,19,14,"","[""Thoughts""]","Let the words of my mouth and the meditation of my heart
Be acceptable in Your sight,
O LORD, my strength and my Redeemer.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,12,2024-03-17 18:40:25.539
482,non-anxious mind,Luke,12,29,"",[],"And do not seek what you should eat or what you should drink, nor have an anxious mind.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,28,2024-03-18 21:14:52.412
410,many are the afflictions,Psalm,34,19,"",[],"Many are the afflictions of the righteous, But the Lord delivers him out of them all.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-06 12:30:24.705
304,no fear in love,1 John,4,18,"","[""""]","There is no fear in love, but perfect love casts out fear, because fear inolves torment.  But he who fears has not been perfected in love.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,58,2024-02-25 00:52:43.183
359,as a man thinks,Proverbs,23,7,"","[""""]","As a man thinks in his heart, so is he.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,63,2024-02-29 17:49:55.641
357,me and my house,Joshua,24,15,"","[""Brotherhood"",""Family""]","As for me and my house, we will serve the Lord",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-12 12:57:37.458
270,brothers dwell together,Psalm,133,1,"","[""Brotherhood"",""Joy""]",Behold how good and pleasant it is when brothers dwell in unity,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-01-31 14:12:46.253
577,rend the heavens / come down,Isaiah,64,1,"","[""Thirst""]","Oh, that You would rend the heavens!
That You would come down!
That the mountains might shake at Your presence—",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,20,2024-03-20 01:46:05.446
713,Dreams established,Proverbs,16,3,"",[],"Commit your works to the LORD,
And your (hopes and dreams) will be established.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-18 11:35:27.31
394,keep me from falling,Jude,1,24,"",[],"Now to Him who is able to keep you from stumbling,  And to present you faultless. Before the presence of His glory with exceeding joy,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,31,2024-03-08 23:57:26.92
309,take captive,2 Corinthians,10,5,"","[""""]","Casting down arguments and every high thing that exalts itself against the knowledge of God, bringing every thought into captivity to the obedience of Christ.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,24,2024-03-17 02:53:41.095
347,warmed and filled,James,2,15,-16,"[""""]","If a brother is naked and destitute of daily food, and one of you says to him, ""Depart in peace!  Be warmed and filled!""  But you do not give him the things which are needed for the body, what does it profit him?",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,59,2024-03-10 14:28:15.03
456,let not your hearts be troubled,John,14,27,"",[],"Peace I leave with you, My peace I give to you; not as the world gives do I give to you. Let not your heart be troubled, neither let it be afraid.",t,demo-user,0,
454,all things are possible to him who believes,Mark,9,23,"",[]," Jesus said to him, “If you can believe, all things are possible to him who believes.”",t,demo-user,0,
457,all things work together for good to those who love God,Romans,8,28,"",[],"And we know that all things work together for good to those who love God, to those who are the called according to His purpose.",t,demo-user,0,
459,love is patient and kind,1 Corinthians,13,4,-6,[],"Love suffers long and is kind; love does not envy; love does not parade itself, is not puffed up; does not behave rudely, does not seek its own, is not provoked, thinks no evil; does not rejoice in iniquity, but rejoices in the truth;",t,demo-user,0,
463,I have been crucified with Christ,Galatians,2,20,"",[],"I have been crucified with Christ; it is no longer I who live, but Christ lives in me; and the life which I now live in the flesh I live by faith in the Son of God, who loved me and gave Himself for me.",t,demo-user,0,
464,For by grace you have been saved through faith,Ephesians,2,8,-9,[],"For by grace you have been saved through faith, and that not of yourselves; it is the gift of God, not of works, lest anyone should boast.",t,demo-user,0,
468,"My brethren, count it all joy when you fall into various trials",James,1,2,-4,[],"My brethren, count it all joy when you fall into various trials, knowing that the testing of your faith produces patience. But let patience have its perfect work, that you may be perfect and complete, lacking nothing.",t,demo-user,0,
276,choose life,Deuteronomy,30,19,"","[""Life""]","I call heaven and earth as witnesses today against you, that I have set before you life and death, blessing and cursing; therefore choose life, that both you and your descendants may live.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-17 23:18:51.892
782,one brotherhood because He is one,Ephesians,4,3,-6,[],"endeavoring to keep the unity of the Spirit in the bond of peace There is one body and one Spirit, just as you were called in one hope of your calling; one Lord, one faith, one baptism; one God and Father of all, who is above all, and through all, and in you all.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-14 23:48:44.776
578,more precious than gold,1 Peter,1,7,"",[],"that the genuineness of your faith, being much more precious than gold that perishes, though it is tested by fire, may be found to praise, honor, and glory at the revelation of Jesus Christ,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-20 01:45:44.482
416,eyes on Jesus,Hebrews,12,2,"","[""Finisher"",""No Regrets ""]","looking unto Jesus, the author and finisher of our faith, who for the joy that was set before Him endured the cross, despising the shame, and has sat down at the right hand of the throne of God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,37,2024-03-08 01:40:20.707
518,word on your heart / Dt,Deuteronomy,6,6,"",[],And these words which I command you today shall be in your heart.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,23,2024-03-08 23:04:25.169
305,1 in place of the 2,Ephesians,2,15,"",[],"He abolished the law of commandments expressed in ordinances, that He might create one new man in place of the 2 so making peace.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,28,2024-02-28 22:19:24.927
341,temple of the Spirit,1 Corinthians,6,19,-20,"[""""]","Or do you not know that your body is a temple of the Holy Spirit within you, whom you have from God?  You were bought with a price!  So glorify God in your body!",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,35,2024-03-11 21:43:12.376
285,I shall not die,Psalm,118,17,"","[""""]",I shall not die but I shall live and declare the works of the Lord,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,69,2024-01-28 21:08:52.658
390,hunt for the prize / Cor,1 Corinthians,9,24,"","[""Competition "",""Prize""]","Do you not know that those who run in a race all run, but one receives the prize? Run in such a way that you may obtain it.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,32,2024-03-15 11:00:30.637
783,walk in the light,1 John,1,7,"",[],"But if we walk in the light as He is in the light, we have fellowship with one another, and the blood of Jesus Christ His Son cleanses us from all sin.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,11,2024-03-12 18:50:52.111
781,who can bear a broken spirit?,Proverbs,18,14,"",[],"The spirit of a man will sustain him in sickness,
But who can bear a broken spirit?",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,5,2024-03-06 12:35:10.297
310,keep your confidence,Hebrews,10,35,"","[""""]",Therefore do not cast away your confidence which has great reward.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,33,2024-03-13 01:45:00.655
579,various trials ,1 Peter,1,6,"","[""Training"",""Trouble""]","In this you greatly rejoice, though now for a little while, if need be, you have been grieved by various trials,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,10,2024-03-06 22:30:19.24
308,brothers be strong,Ephesians,6,10,"","[""""]","Finally, my brothers, be strong in the Lord and in the strength of His might.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,61,2024-03-05 12:17:02.104
319,write the vision,Habakkuk,2,2,"",[],"Write the vision and make it plain on tablets, that he may run who reads it.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,23,2024-03-06 15:12:40.096
